	id	sentence1	sentence2	similarity
3392	fc9f46272c6e27b57893eb15c	Chera Larkins, 32, of Manhattan, charged with three sham marriages, is also charged with perjury and filing a false instrument.	Chera Larkins, 32, of Manhattan, charged with perjury and filing a false instrument in three marriage applications.	4.6
7163	4292ac6a565a78ea4487c131b	Protesters clash with police in Caracas	Protesters Clash with Police in Brazil	3.8
2180	c516c7486b81d33d8b229d3b9	Tell us what the charges were.	Yes what are his charges.	4.0
448	6084219a0c6713ecf4cb61fd4	A cat is playing in a box.	The dog is playing with the floor cleaner.	1.4
8484	053cad2a57443af2b040e4298	Syria rejects US, UK chemical arms claims	US suspects Syria used chemical weapons	2.6
2830	fcf053117276be60992c8279a	Seniors would then have to pay 50 percent of their drug costs up to $3,450.	Above that, Medicare would pay 90 percent of all drug costs.	1.5
1407	da950e63e45e1cfb1516c7f19	Red double decker bus with hood open.	An old Red London double decker bus with its hood raised.	4.2
8530	5807c5bb6cdf8327af05b254d	Jamaican connection in Liverpool's win	Japan Election: Shinzo Abe Hails Landslide Win	0.4
6849	34ced9c4d46e7e87fa7889b2c	"""Now, the other guy, he's ashamed of his party,"" Street said to crowd laughter."	"""The other guy, he's ashamed of his party, and I don't blame him."	3.5
3299	35a13f2dd75fdeb1085a42a66	Thanks to the euro's rise against the Japanese currency, the dollar was at 117.24 yen, well above the overnight 10-month low of 116 yen.	The euro's rise against the yen and speculation of Japanese intervention helped the dollar firm to 117.25 yen , well above a 10-month low of 116 yen hit on Thursday.	4.25
7032	3f4a2bb4a97ec482cb76a9827	Eurozone backs Greek bailout	Eurozone agrees Greece bail-out	4.8
6242	c7b2e7d6459652e81f211dcf9	Two dogs running together and one has a duck toy in its mouth.	a black and white dog walking through the grass with a long stick in his mouth.	1.8
7051	c6cd61b06a5d937c49a92db70	EU Set for New Sanctions on Iran	EU plans major new sanctions against Iran	4.4
5176	09eaee32d47cf48de284c18de	News of Terrorism and the Israeli-Palestinian Conflict (January 22 ‚Äď 28, 2014)	News of Terrorism and the Israeli-Palestinian Conflict (July 31 ‚Äď August 6, 2013)	3.0
7214	4005d56f83eae927266754c11	Japanese politician apologizes for sex comment	"Japan mayor apologizes to U.S., denies wrong words on ""comfort women"""	3.0
4498	5cc26484b29ae5eb0be1e8062	ABVP protesters clash with police at Jantar Mantar, throw stones	Protesters clash with police at Jantar Mantar, 5 people detained	2.8
6487	5ad00796526c93310078aaf4c	Just about anything can be grown indoors without natural sunlight.	We have quite a few people here who have grown peppers and small tomatoes indoors and in pots.	2.0
8396	52861ec0af14461186e389fde	Iraq searches Syria bound Iran plane: officials	Iraq searches Syrian-bound Iranian plane	4.2
8469	84df2e3993a34238e161722b4	123 killed in fighting in northern Syria	Many killed in Syrian air strike	3.0
5721	38ee79ad0b488c192b8113667	Plane Crash Site Search Called off for the Night	Tour De France Pack Sets off for Stage 15	0.0
4793	1b014eb694afacd0dfd57dda9	Cambodian opposition leader Sam Rainsy returns to stir up election	Cambodia opposition head turns to parliament in poll bid	3.0
8228	c1fa1b104947a55ba72a41bb1	But the country is scrambling to prevent it spreading to the vast countryside where most of its 1.3 billion people live.	China is scrambling to stop the disease from spreading to the countryside, where most of its 1.3 billion people live.	3.4
5496	f0f24a0d36c93b5bbf2b7ab5a	Police fire teargas on Venezuelan vote protesters	Chavez heir Maduro wins Venezuela's presidency	0.6
5225	cd939376ff09a7b40f40b4633	Google releases Nexus 5 phone with Kit Kat	Google redesigns search results on PCs	1.0
3294	4ce4e264d82cc0e8ba584af25	The technology-laced Nasdaq Composite Index .IXIC fell 23.54 points, or 1.42 percent, to 1,630.08.	The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.	0.75
5552	0d760e2ad3383f88a7c0468a9	Driver backs into stroller with child, drives off	Driver backs into mom, stroller with child then drives off	4.0
4437	9f0fded581d5e4bda2e34e1a9	Police attacked in Belfast flag protests	Politicians in flag violence talks	0.6
2696	151a1f2f408e5f45f69a94f0a	Selenski had previously spent seven years in prison on a bank robbery conviction.	Selenski had served about seven years in prison for bank robbery.	4.571
4314	3c9f4bf4b96344e6dc4134c4e	Dozens dead in Taliban resort attack	'India police name 3 Iranians in embassy attack'	0.4
5804	dba88c54e5d11a5538c00f5f7	A man is playing an electronic keyboard.	A man is playing a flute.	1.2
5952	b7372d05095a6415c86b91f01	A woman is mixing eggs.	The woman is eating.	0.5
3986	2029b66fed0b6dbcf7b509d50	Plane crash in Ghana kills at least 10	Plane Crash in Ghana: How the international media reported it	2.2
452	aa673fbedb20539e1e9518d10	A woman is stirring two eggs in a glass bowl.	A young girl is singing on a stage.	0.0
1703	9bd716cc0df28dfc723e213f3	Three dogs pulling a man on a bicycle through the snow.	The dogs are pulling a man on a type of bike, through the snow.	5.0
2305	fea060db60b66ce8a6800619a	Who supposedly operated the homicidal gas chambers?	Refresh your memory: Who supposedly operated the homicidal gas chambers?	4.8
2770	128de2bfaaadca048d9802824	"""Today, we are trying to convey this problem to Russian President Vladimir Putin and US President George W Bush."""	"""Today, we are trying to convey this problem to Russian President Vladimir Putin (news - web sites) and President Bush (news - web sites)."""	4.6
3096	2af5c23b0a53321d17e48e56f	"""There is no doubt about the chemical programme, biological programme, indeed nuclear programme, indeed all that was documented by the UN,"" he said."	"He added: ""There is no doubt about the chemical programme, the biological programme and indeed the nuclear weapons programme."	3.8
690	28cf53735fcd15f1f29dd07d9	A woman is cutting some flowers.	A woman is cutting broccoli.	1.0
749	7ec7f7c95f279828e3b41b05d	The man is singing and playing the guitar.	A man is playing a guitar.	3.0
6381	504c16d4b0884413284cd0b29	If you have access to it, you can very easily do that with Thomson Reuters’ Web of Science portal.	You can have a look at the arXiv cultoromics website at http://arxiv.culturomics.org, which however searches in articles on the arXiv.	0.2
6033	fc81490d1bc90c9c884bf4c90	Brown and white ducks walking on green grass.	A red and white plane flying on a sunny day.	0.0
898	370bb40b7a053a40214cada25	The lady added cheese to the sauce.	A man pours a plate of shredded cheese into a pot of sauce.	1.6
1493	04d3ccef972db8025f09ada20	A dark brown horse standing in a field.	Horse standing in a field.	3.6
2277	4cfe337683a1a0262f9db8739	Oh, and again asserts that marriage is a fundamental human right.	Particularly after stating that marriage is a fundamental human right.	4.0
5710	ee801985ab447b0c84aa45952	Kranjcar leaves it late to rescue QPR against Moses-inspired Stoke	Harry Kane leaves it late to rescue a point for Tottenham Hotspur	0.0
6388	46a388716ee31041033e08b03	Supporting an ideology in an ostentatious manner (rather than privately or discreetly) is a personality problem.	I think for an appropriate answer I'd need to know exactly what the 'bad' ideology is.	1.2
4645	7af6e71701cc18fdb2b9be347	Asian markets hit 3-wk high on hopes of US debt deal	Asian stocks hit three-week highs on hopes of U.S. debt deal	4.8
7871	1e7c0efebc93b0259e6839ef2	Small child playing with letter P	2 young girls are sitting in front of a bookcase and 1 is reading a book.	0.8
7356	9572cfeaac0a4609a215aa8f1	A woman mixes up vegetables.	A woman is adding ingredients to a skillet.	1.6
1971	cedeacb1f42dd3020758dbcfa	A black dog is running in the grass.	A black and a brown dog running in the grass.	3.2
279	24c7d6af5f1d335f9b8b09af2	A woman is riding a horse on a beach.	A man is carrying another man on his back.	0.4
5590	3ce0d48f3b99f609293b23e01	Quake of 6.2 magnitude strikes off Indonesia's Sumatra - USGS	Earthquake of 6.9 magnitude strikes off Indonesia island	3.0
2727	e7b4c6a17618334dd2f79f72f	"Glover said the killer used a ""peculiar slipknot"" on the ligature he used to strangle some of the victims."	Glover said the killer used a ``peculiar slipknot,'' including a coaxial cable and an extension cord, to strangle some of the victims.	3.4
6545	5d1e5a136c9c54102fb4fd8b8	Once you open it up to toxins, the answer is clearly no, boiling is not enough.	Boiling eliminates only a certain class of contaminants that can make you ill.	3.2
8041	d1ec7e0571ae3787e50ac4156	It looks to me that this is set up for what you want:	It is up to you whether you want to do that.	2.0
6071	b86fe77ef8fba4d82840fdb20	Two cats are close together inside and black and white furry enclosure.	Two baby kittens are sitting inside a cow-schemed, fur-covered dome.	3.6
3424	91eaf011bcdbb6348c7071c6c	"SUVs parked on residential streets in Monrovia were tagged with ""ELF"" and other slogans, and another was set ablaze in front of a house, Sgt. Tom Wright said."	Several SUVs parked on residential streets in Monrovia were tagged with ``ELF'' and other slogans, said Sgt. Tom Wright.	3.5
285	d23bcecf6b3b380388430aae6	Two zebras are playing.	Zebras are socializing.	4.25
2913	d95fa2fd7481b248964be6ab9	Mr Levine confirmed that Ms Cohen Alon had tried to sell the story during the World Cup.	Ms Cohen Alon's lawyer, Donald Levine, confirmed she tried to sell the story in February.	3.438
4473	ec86627c0433bd065662bfb82	2 car bombs kill 8 in southern Iraq	Car bombing kills 14 in northern Iraq	1.4
4906	fa5ec47460923c4cc79e69f4d	Typhoon survivors raid Philippine stores	Typhoon Bopha kills 15 in S. Philippines	1.2
3928	adea3cbec4fb80cba22b56820	Massive Hurricane Sandy bears down on U.S. East Coast	Hurricane Sandy takes aim at US East Coast	4.4
625	4c1845b172fba69f55a0348c1	A woman is slicing up some meat.	A woman is slicing some onions.	2.0
5957	e20f83fa70fe30942c5f3823b	A monkey is karate kicking a person.	A monkey pratices martial arts.	2.5
6617	d2aa2239baf1eef5a302871b9	You need to be embedding a color profile in you image, as also using a browser that supports color management.	In my experience, when the final production will be in sRGB, use that color profile from start to finish.	2.6
6701	ce9e801656aa38b0304906cc4	There is NO good reason for the failure to implement video plays in professional soccer.	There is another problem with applying instant replays beyond just interrupting the flow of the game.	2.6
3686	08b78e6b7f331c0043447596b	china's council of agriculture opens a special office in charge of agricultural technology transfers and intellectual property rights management and consultancy to enhance development of china's knowledge-based agriculture and applications of agricultural technology. 	lee stated that the coa has spent the past several years setting up relevant mechanisms and drafting a set of promotional measures to enhance development of china's knowledge-based agriculture and applications of agricultural technology.	3.2
6885	63684bd04104c8f3f9778fc19	"""IT is the only vehicle on which established economies will be able to compete,"" Barrett said."	"""IT is the only vehicle on which established economies will be able to compete"" with fast-growing economies such as China and India, Barrett said."	3.25
1861	4c15b7a2913876df8cb0da987	Two black dogs playing in the snow.	A black dog digs in the snow.	3.4
7532	f44431788e00b384efe700ff6	a small bird sitting on a branch in winter.	A small bird perched on an icy branch.	4.2
6236	7f62e71c99aaaa1cbad391a9e	A skier is jumping in the air over a snowfield near a mountain range.	A woman is sitting near a flower bed overlooking a tunnel.	0.0
8482	e3c768dbee930446dca849114	Dhawan smashes India to big win over South Africa	Dhawan ton sets up India Trophy win over South Africa	4.2
7693	41548e79ceba4dd95ea649f6d	Two dogs are running through the grass near a house and trees.	Two dogs are running through a green yard	4.2
2744	41c9454d0dce328650c76e5c1	The bodies of former Invercargill man Warren Campbell, 32, and climbing companion Jonathan Smith, 47, were recovered from below Mt D'Archiac late yesterday morning.	Warren David Campbell, 32, and climbing companion Jonathan Smith, 47, did not return as expected on Tuesday from climbing on Mt D'Archiac in the McKenzie District.	2.2
417	c0f815bd6129c9307b5262170	A cat is jumping into a box.	A young man is talking to a leaf.	0.0
8468	c89fef1fab5524114045b2648	US government 'on the edge of shutdown'	Obama rejects GOP offer to ease shutdown	2.4
4016	bd06fa1350a1f649e05682d08	Full Episode: Nightline 6/29: Katie Holmes, Tom Cruise to Divorce	Custody, images at stake in Cruise-Holmes divorce	1.4
6435	6121e5a8cac5a7fad8b0eabf5	I  believe one cannot taste the difference between minced(canned) and fresh garlic once it is cooked.	In my experience, fresh garlic is great for when you want texture, or to slow down the flavour infusion.	1.8
3648	ce2e31d0e765025ffbdc37a67	the south african government maintains very good relations with the united states government. 	the cfe is 1 of several issues negatively impacting russia's relations with the united states and europe.	1.2
2952	9d2e55a25d5775e8041ce352a	But other sources close to the sale said Vivendi was keeping the door open to further bids and hoped to see bidders interested in individual assets team up.	But other sources close to the sale said Vivendi was keeping the door open for further bids in the next day or two.	4.0
